898,553
898,542
899,530
899,517
899,505
899,493
898,478
898,464
894,453
891,444
882,433
876,428
867,423
862,417
851,411
839,402
830,399
817,392
812,389
802,387
792,377
782,372
770,369
760,362
747,357
738,352
725,345
718,342
705,339
696,330
686,327
676,320
666,317
656,313
646,308
637,302
624,297
611,290
602,287
594,282
587,278
580,278
570,270
559,263
547,255
542,251
532,248
528,245
517,241
505,235
495,231
485,224
473,219
466,216
458,211
451,208
441,203
433,199
423,194
407,189
401,182
392,177
379,174
367,166
354,161
349,156
335,152
318,147
332,151
307,142
298,135
285,129
275,127
263,122
250,119
235,117
219,115
206,112
193,115
181,119
174,122
164,124
157,127
149,132
139,142
134,154
127,166
124,177
122,189
122,199
122,214
122,223
120,229
120,238
120,246
120,258
122,266
119,275
120,285
120,292
120,302
120,310
120,322
122,332
119,339
119,354
120,364
120,374
117,386
120,399
119,411
119,421
119,434
120,446
120,463
120,480
122,493
120,506
120,522
119,542
120,535
120,553
117,567
115,580
122,594
119,607
120,624
120,641
124,654
127,669
137,678
152,684
166,683
179,678
196,673
209,666
224,659
238,653
250,646
263,642
275,634
287,627
300,622
312,612
323,607
337,600
352,597
364,589
379,584
391,575
406,569
419,562
429,555
446,548
461,543
471,538
483,537
496,537
503,538
518,540
525,542
542,547
557,553
567,564
582,574
592,589
602,600
609,614
616,627
621,642
629,654
636,668
642,681
649,691
653,703
658,716
663,726
673,736
674,745
681,758
688,772
694,783
703,795
710,807
715,822
721,834
735,846
750,856
762,859
775,867
792,869
810,869
830,864
827,869
846,859
859,857
872,847
881,837
889,824
891,809
894,799
896,783
898,772
898,760
898,748
898,726
898,721
899,708
899,694
896,678
899,659
896,644
903,632
899,622
899,607
899,597
899,589
899,582
899,567
